"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Last Updated","Current Ver","Android Ver","Avg_Sentiment","Review_Count","Success","log_installs","log_reviews","is_free","high_success","Last_Updated","days_since_update"
"Sweet Selfie - selfie camera, beauty cam, photo edit","PHOTOGRAPHY",4.6,1159058,25,1e+08,"Free",0,"Everyone","August 3, 2018","2.73.672","4.0.3 and up",0,0,"1",18.4206807539524,13.9631190269796,1,1,2018-08-03,2807
"Candy selfie - photo editor, live filter camera","PHOTOGRAPHY",4.4,53421,26,1e+07,"Free",0,"Everyone","August 6, 2018","2.74.685","4.0.3 and up",0.307558035714286,40,"1",16.1180957509583,10.8859779251245,1,1,2018-08-06,2804
"Open Camera","PHOTOGRAPHY",4.3,116880,2,1e+07,"Free",0,"Everyone","April 23, 2018","1.43.3","4.0.3 and up",0,0,"1",16.1180957509583,11.6689116021717,1,1,2018-04-23,2909
"Beauty Makeup – Photo Makeover","PHOTOGRAPHY",4.3,21730,19,1e+06,"Free",0,"Everyone","May 23, 2018","1.6.0","4.0 and up",0,40,"1",13.8155115579638,9.98649509151974,1,1,2018-05-23,2879
"Blur Image Background Editor (Blur Photo Editor)","PHOTOGRAPHY",4.4,62421,9.6,5e+06,"Free",0,"Everyone","July 28, 2018","2.4","4.1 and up",0.227282196969697,40,"1",15.4249486703984,11.041673056324,1,1,2018-07-28,2813
"Muzy - Share photos & collages","PHOTOGRAPHY",4.4,70189,13,5e+06,"Free",0,"Teen","August 11, 2015","4.0.10","4.0 and up",0,0,"1",15.4249486703984,11.1589611297245,1,1,2015-08-11,3895
"QuickPic - Photo Gallery with Google Drive Support","PHOTOGRAPHY",4.6,847159,4.2,1e+07,"Free",0,"Everyone","November 10, 2017","4.7.4","4.0 and up",0,0,"1",16.1180957509583,13.6496448578015,1,1,2017-11-10,3073
"Flickr","PHOTOGRAPHY",4.3,251951,16,1e+07,"Free",0,"Mature 17+","July 11, 2018","4.7.3","4.4 and up",0.141945992664743,80,"1",16.1180957509583,12.4369938721602,1,1,2018-07-11,2830
"Camera for Android","PHOTOGRAPHY",4.2,240475,9.5,1e+07,"Free",0,"Everyone","November 22, 2017","3.8","4.0 and up",0,120,"1",16.1180957509583,12.3903755714486,1,1,2017-11-22,3061
"Photo Mixer","PHOTOGRAPHY",3.9,55427,6.6,1e+07,"Free",0,"Everyone","March 25, 2016","5.1","2.3.3 and up",0,0,"1",16.1180957509583,10.9228401602186,1,1,2016-03-25,3668
"Wondershare PowerCam","PHOTOGRAPHY",4.2,329160,27,1e+07,"Free",0,"Everyone","May 29, 2018","3.1.8.180529","2.3 and up",0,0,"1",16.1180957509583,12.7043022717512,1,1,2018-05-29,2873
"love","PHOTOGRAPHY",4.3,42677,22,1e+06,"Free",0,"Everyone","June 15, 2018","1.28","4.0.3 and up",0,0,"1",13.8155115579638,10.6614388439616,1,1,2018-06-15,2856
"InstaSize Photo Filters & Collage Editor","PHOTOGRAPHY",4.3,811693,50,5e+07,"Free",0,"Everyone","August 2, 2018","4.0.26","4.4 and up",0,0,"1",17.7275335833924,13.6068787008284,1,1,2018-08-02,2808
"KVAD Camera +: Selfie, Photo Filter, Grids","PHOTOGRAPHY",4.1,23440,30,1e+06,"Free",0,"Everyone","July 11, 2018","1.8.2","4.0 and up",0,0,"1",13.8155115579638,10.062241904897,1,1,2018-07-11,2830
"Photo Editor","PHOTOGRAPHY",4.3,42079,17,1e+06,"Free",0,"Everyone","September 24, 2015","Varies with device","4.0.3 and up",0,0,"1",13.8155115579638,10.6473278474116,1,1,2015-09-24,3851
"Camera51 - a smarter camera","PHOTOGRAPHY",4,29707,18,1e+06,"Free",0,"Everyone","February 10, 2015","1.1.6","4.0 and up",0,40,"1",13.8155115579638,10.2991716487892,1,1,2015-02-10,4077
"InstaCam - Camera for Selfie","PHOTOGRAPHY",4,15098,10,1e+06,"Free",0,"Everyone","March 3, 2017","1.43","2.3 and up",0,0,"1",13.8155115579638,9.62238379544447,1,1,2017-03-03,3325
"Phogy, 3D Camera","PHOTOGRAPHY",4,35724,9.9,1e+06,"Free",0,"Everyone","February 11, 2015","1.40","4.0 and up",0,0,"1",13.8155115579638,10.4836060027981,1,1,2015-02-11,4076
"Sweet Camera","PHOTOGRAPHY",4.4,71898,23,5e+06,"Free",0,"Everyone","October 10, 2017","6.1.7.100920","4.0.3 and up",0,0,"1",15.4249486703984,11.1830176354066,1,1,2017-10-10,3104
"Camera360: Selfie Photo Editor with Funny Sticker","PHOTOGRAPHY",4.3,4865093,51,1e+08,"Free",0,"Everyone","August 6, 2018","9.3.1","4.0.3 and up",0,120,"1",18.4206807539524,15.3975965951011,1,1,2018-08-06,2804
"RetroSelfie - Selfie Editor","PHOTOGRAPHY",4.1,106080,35,1e+07,"Free",0,"Everyone","June 27, 2018","6.1.6","4.1 and up",0,0,"1",16.1180957509583,11.5719582322229,1,1,2018-06-27,2844
"Mega Photo","PHOTOGRAPHY",4.2,44941,16,1e+06,"Free",0,"Everyone","October 19, 2016","1.6.2","3.0 and up",0,0,"1",13.8155115579638,10.7131280485319,1,1,2016-10-19,3460
"Blur Image Background","PHOTOGRAPHY",3.9,129272,11,1e+07,"Free",0,"Everyone","July 30, 2018","1.32","4.1 and up",0.102497395833333,40,"1",16.1180957509583,11.7696817262494,1,1,2018-07-30,2811
"MIX by Camera360","PHOTOGRAPHY",4.4,111066,74,5e+06,"Free",0,"Everyone","August 3, 2018","4.8.7","4.0.3 and up",0,0,"1",15.4249486703984,11.6178889018027,1,1,2018-08-03,2807
"Facetune - For Free","PHOTOGRAPHY",4.4,49553,48,1e+06,"Paid",5.99,"Everyone","July 25, 2018","1.3.1","4.1 and up",0,0,"1",13.8155115579638,10.8108182630388,0,1,2018-07-25,2816
"Camera FV-5 Lite","PHOTOGRAPHY",4,130081,5.6,1e+07,"Free",0,"Everyone","November 10, 2017","3.31.4","4.0 and up",0,40,"1",16.1180957509583,11.7759202998172,1,1,2017-11-10,3073
"HD Camera Ultra","PHOTOGRAPHY",4.3,462152,1.5,1e+07,"Free",0,"Everyone","October 17, 2015","2.3.1","Varies with device",0.0696144009181956,40,"1",16.1180957509583,13.0436512840708,1,1,2015-10-17,3828
"Cameringo Lite. Filters Camera","PHOTOGRAPHY",4.2,140917,5.7,1e+07,"Free",0,"Everyone","June 11, 2018","2.2.93","4.0 and up",0.0866552734375,80,"1",16.1180957509583,11.8559334399048,1,1,2018-06-11,2860
"Camera ZOOM FX - FREE","PHOTOGRAPHY",4,88860,6.1,5e+06,"Free",0,"Everyone","April 6, 2017","6.2.9","2.3 and up",0,40,"1",15.4249486703984,11.394828630084,1,1,2017-04-06,3291
"HD Camera Pro for Android","PHOTOGRAPHY",4.1,49211,1.9,1e+06,"Free",0,"Everyone","January 19, 2017","1.5.5","2.1 and up",0.03265625,40,"1",13.8155115579638,10.8038927751801,1,1,2017-01-19,3368
"HD Camera for Android","PHOTOGRAPHY",4.1,351254,4,1e+07,"Free",0,"Everyone","June 29, 2018","4.6.0.0","4.2 and up",0.2445244140625,80,"1",16.1180957509583,12.7692677344042,1,1,2018-06-29,2842
"GoPro (formerly Capture)","PHOTOGRAPHY",4,157506,47,1e+07,"Free",0,"Everyone","May 24, 2018","4.5.2","5.0 and up",-0.00759579290996702,40,"1",16.1180957509583,11.9672251807046,1,1,2018-05-24,2878
"Samsung SMART CAMERA App","PHOTOGRAPHY",4,34753,22,1e+06,"Free",0,"Everyone","July 3, 2018","1.4.0_180703","4.2 and up",0,0,"1",13.8155115579638,10.4560499522822,1,1,2018-07-03,2838
"Square InPic - Photo Editor & Collage Maker","PHOTOGRAPHY",4.4,635846,14,5e+07,"Free",0,"Everyone","May 23, 2018","4.2.14","4.0 and up",0,0,"1",17.7275335833924,13.3627132473439,1,1,2018-05-23,2879
"High-Speed Camera (GIF,Burst)","PHOTOGRAPHY",4.1,78140,10,5e+06,"Free",0,"Everyone","February 11, 2018","5.5.2","4.0.3 and up",0.235208333333333,40,"1",15.4249486703984,11.26627016607,1,1,2018-02-11,2980
"Lapse It • Time Lapse • Pro","PHOTOGRAPHY",4.3,12865,6.9,1e+05,"Paid",2.99,"Everyone","November 6, 2014","4.70","2.2 and up",0,0,"0",11.5129354649202,9.46234345197094,0,0,2014-11-06,4173
"EyeEm - Camera & Photo Filter","PHOTOGRAPHY",4.2,215343,44,1e+07,"Free",0,"Everyone","July 14, 2018","6.4.3","4.0.3 and up",0.312710489163614,40,"1",16.1180957509583,12.2799920284735,1,1,2018-07-14,2827
"PhotoWonder: Pro Beauty Photo Editor Collage Maker","PHOTOGRAPHY",4.4,852649,43,5e+07,"Free",0,"Teen","June 26, 2018","4.1.0.1","4.2 and up",0,0,"1",17.7275335833924,13.6561044257411,1,1,2018-06-26,2845
"Photo Effects Pro","PHOTOGRAPHY",4.4,1494491,21,5e+07,"Free",0,"Everyone","March 21, 2017","3.3.8","3.1 and up",0,0,"1",17.7275335833924,14.2172969077309,1,1,2017-03-21,3307
"No Crop & Square for Instagram","PHOTOGRAPHY",4.6,819774,25,1e+07,"Free",0,"Everyone","June 26, 2018","4.2.3","4.0 and up",0,0,"1",16.1180957509583,13.6167851913446,1,1,2018-06-26,2845
"Picture Grid Builder","PHOTOGRAPHY",4,33439,3.9,5e+06,"Free",0,"Everyone","July 18, 2016","3.2","2.3.3 and up",0,0,"1",15.4249486703984,10.4175080671986,1,1,2016-07-18,3553
"Photo Studio","PHOTOGRAPHY",4.2,477831,51,1e+07,"Free",0,"Everyone","July 28, 2018","2.0.17.9","4.0 and up",0,0,"1",16.1180957509583,13.0770144852603,1,1,2018-07-28,2813
"FilterGrid - Cam&Photo Editor","PHOTOGRAPHY",4.6,126337,9.6,1e+06,"Free",0,"Everyone","March 15, 2017","2.0.5","4.0 and up",0.0810599522005772,40,"1",13.8155115579638,11.7467161340282,1,1,2017-03-15,3313
"Pic Stitch - #1 Collage Maker","PHOTOGRAPHY",4.2,15426,50,1e+06,"Free",0,"Everyone","July 24, 2018","3.8.3","5.1 and up",0,0,"1",13.8155115579638,9.64387450001194,1,1,2018-07-24,2817
"Photo Editor by Aviary","PHOTOGRAPHY",4.4,1490732,21,5e+07,"Free",0,"Everyone","July 19, 2018","4.8.4","4.1 and up",0,0,"1",17.7275335833924,14.2147785032645,1,1,2018-07-19,2822
"Pixlr – Free Photo Editor","PHOTOGRAPHY",4.4,1163232,31,5e+07,"Free",0,"Everyone","July 20, 2018","3.4.0","4.0.3 and up",0,0,"1",17.7275335833924,13.9667137553727,1,1,2018-07-20,2821
"PicsArt Photo Studio: Collage Maker & Pic Editor","PHOTOGRAPHY",4.5,7594559,34,1e+08,"Free",0,"Teen","August 6, 2018","9.40.3","4.0.3 and up",0,0,"1",18.4206807539524,15.8429427594833,1,1,2018-08-06,2804
"Color Touch Effects","PHOTOGRAPHY",3.8,167652,12,1e+07,"Free",0,"Everyone","April 23, 2018","4.5","4.1 and up",0.109934399801587,40,"1",16.1180957509583,12.0296516461572,1,1,2018-04-23,2909
"Z Camera - Photo Editor, Beauty Selfie, Collage","PHOTOGRAPHY",4.4,1075277,47,1e+08,"Free",0,"Mature 17+","August 3, 2018","4.21","4.1 and up",0,0,"1",18.4206807539524,13.8880897907626,1,1,2018-08-03,2807
"Pixgram- video photo slideshow","PHOTOGRAPHY",4.2,93726,9.2,5e+06,"Free",0,"Everyone","July 8, 2018","2.0.18","4.3 and up",0,0,"1",15.4249486703984,11.4481415804002,1,1,2018-07-08,2833
"Font Studio- Photo Texts Image","PHOTOGRAPHY",4.2,197295,24,1e+07,"Free",0,"Everyone","June 23, 2017","4.0.7","4.0 and up",0.0692403273809524,40,"1",16.1180957509583,12.1924604181103,1,1,2017-06-23,3213
"Add Text To Photo","PHOTOGRAPHY",4.1,21578,1.6,1e+06,"Free",0,"Everyone","September 8, 2017","1.1.3","2.3 and up",0.19524776034151,40,"1",13.8155115579638,9.97947589853547,1,1,2017-09-08,3136
"Phonto - Text on Photos","PHOTOGRAPHY",4.3,307453,17,1e+07,"Free",0,"Everyone","October 26, 2017","1.7.16","4.0.3 and up",0,0,"1",16.1180957509583,12.6360807615426,1,1,2017-10-26,3088
"Collage&Add Stickers papelook","PHOTOGRAPHY",4,32896,31,5e+06,"Free",0,"Everyone","March 14, 2018","3.3.5","2.3.3 and up",0,40,"1",15.4249486703984,10.4011367471855,1,1,2018-03-14,2949
"Photo Collage - InstaMag","PHOTOGRAPHY",4.3,542561,46,1e+07,"Free",0,"Everyone","January 2, 2018","4.7.0","4.0 and up",0,0,"1",16.1180957509583,13.2040576435809,1,1,2018-01-02,3020
"Meitu – Beauty Cam, Easy Photo Editor","PHOTOGRAPHY",4.5,462702,45,1e+07,"Free",0,"Everyone","August 1, 2018","8.1.0.6","4.3 and up",0,0,"1",16.1180957509583,13.0448406585568,1,1,2018-08-01,2809
"Free Sports TV","SPORTS",4.3,1802,9.8,1e+05,"Free",0,"Everyone","June 21, 2018","1.4","4.0.3 and up",0.112940043290043,40,"0",11.5129354649202,7.49720722320332,1,0,2018-06-21,2850
"theScore: Live Sports Scores, News, Stats & Videos","SPORTS",4.4,133825,34,1e+07,"Free",0,"Everyone 10+","July 25, 2018","6.17.2","4.4 and up",0,0,"1",16.1180957509583,11.804295727679,1,1,2018-07-25,2816
"Onefootball - Soccer Scores","SPORTS",4.7,911995,20,1e+07,"Free",0,"Everyone","August 1, 2018","10.8.1.330","4.4 and up",0,0,"1",16.1180957509583,13.7233908830819,1,1,2018-08-01,2809
"Cristiano Ronaldo Wallpaper","SPORTS",4.6,1733,19,5e+05,"Free",0,"Everyone","July 17, 2018","2.1","4.1 and up",0,0,"0",13.1223653774023,7.45818615734049,1,0,2018-07-17,2824
"FIFA - Tournaments, Soccer News & Live Scores","SPORTS",4.2,342909,6,1e+07,"Free",0,"Everyone","August 3, 2018","4.3.1","4.4 and up",0.0665517676767677,80,"1",16.1180957509583,12.7452233010471,1,1,2018-08-03,2807
"kicker football news","SPORTS",4.3,56270,15,5e+06,"Free",0,"Everyone","August 3, 2018","5.4.2","5.0 and up",0,0,"1",15.4249486703984,10.9379345837285,1,1,2018-08-03,2807
"Football Live Scores","SPORTS",4.5,107724,6.5,5e+06,"Free",0,"Everyone","July 31, 2018","1004.0","4.0 and up",0.344272005772006,40,"1",15.4249486703984,11.587336962484,1,1,2018-07-31,2810
"Pro 2018 - Series A and B","SPORTS",4.6,101455,6.2,5e+06,"Free",0,"Everyone","August 3, 2018","2.24.2.0","4.0.3 and up",0,0,"1",15.4249486703984,11.5273804859398,1,1,2018-08-03,2807
"MARCA - Sports Leader Diary","SPORTS",3.9,76346,14,5e+06,"Free",0,"Everyone","July 25, 2018","6.3.3","4.1 and up",0,0,"1",15.4249486703984,11.243044017144,1,1,2018-07-25,2816
"Foot Mercato: transfers, results, news, live","SPORTS",4.3,39878,6.1,1e+06,"Free",0,"Everyone","July 28, 2018","3.6.7","4.1 and up",0,0,"1",13.8155115579638,10.5936051485357,1,1,2018-07-28,2813
"All Football - Latest News & Videos","SPORTS",4.6,152867,17,1e+07,"Free",0,"Everyone","August 3, 2018","3.0.5","4.1 and up",0.345650635822511,40,"1",16.1180957509583,11.9373300828978,1,1,2018-08-03,2807
"Premier League - Official App","SPORTS",4.3,63580,24,5e+06,"Free",0,"Everyone","July 20, 2018","1.1.5","4.1 and up",0,0,"1",15.4249486703984,11.0600699625575,1,1,2018-07-20,2821
"beIN SPORTS TR","SPORTS",4,135763,13,1e+07,"Free",0,"Everyone","August 2, 2018","1.5.13","4.1 and up",0,0,"1",16.1180957509583,11.8186733632336,1,1,2018-08-02,2808
"ESPN Fantasy Sports","SPORTS",4,176448,10,5e+06,"Free",0,"Everyone","November 21, 2017","5.3.0","4.4 and up",0,120,"1",15.4249486703984,12.0807871617595,1,1,2017-11-21,3062
"All Football GO- Live Score, Games","SPORTS",4.6,1981,10,1e+05,"Free",0,"Everyone","June 21, 2018","2.9.9go","4.1 and up",0.473863636363636,40,"0",11.5129354649202,7.59186171488993,1,0,2018-06-21,2850
"Top Mercato: football news","SPORTS",4.3,16016,6.9,1e+06,"Free",0,"Everyone","January 7, 2016","2.7.0","4.2 and up",0,0,"1",13.8155115579638,9.6814059371683,1,1,2016-01-07,3746
"GollerCepte Live Score","SPORTS",4.2,9992,31,1e+06,"Free",0,"Everyone","May 23, 2018","6.5","4.1 and up",0,0,"1",13.8155115579638,9.20964012686179,1,1,2018-05-23,2879
"Hovercraft Racer","SPORTS",4,218,28,1e+05,"Free",0,"Everyone","July 19, 2018","5.0","4.1 and up",0,0,"0",11.5129354649202,5.3890717298165,1,0,2018-07-19,2822
"World Cup 2018","SPORTS",4.6,4011,2.6,5e+05,"Free",0,"Teen","July 1, 2018","1.0.16","2.3 and up",0,0,"0",13.1223653774023,8.29704514908183,1,0,2018-07-01,2840
"GollerCepte 1903","SPORTS",4.7,25172,30,5e+05,"Free",0,"Everyone","May 23, 2018","5.5","4.1 and up",0,0,"0",13.1223653774023,10.1335272705382,1,0,2018-05-23,2879
"League18","SPORTS",4.3,14123,13,5e+05,"Free",0,"Everyone","August 1, 2018","4.0.0","4.0 and up",0,0,"0",13.1223653774023,9.55563075704828,1,0,2018-08-01,2809
"Speed Boat Racing","SPORTS",4,2487,27,1e+06,"Free",0,"Everyone","August 3, 2018","12.0","4.0.3 and up",0,0,"1",13.8155115579638,7.81923445385907,1,1,2018-08-03,2807
"La Liga - Spanish Soccer League Official","SPORTS",4.5,180938,29,1e+07,"Free",0,"Everyone","July 24, 2018","6.4.8","4.0.3 and up",0,0,"1",16.1180957509583,12.1059152368705,1,1,2018-07-24,2817
"Lionel Messi Wallpapers","SPORTS",4.7,950,18,1e+05,"Free",0,"Everyone","July 17, 2018","2.6","4.1 and up",0,0,"0",11.5129354649202,6.85751406254539,1,0,2018-07-17,2824
"Goal Live Scores","SPORTS",4.4,232423,35,5e+06,"Free",0,"Everyone","June 11, 2018","4.2.2","4.0.3 and up",0.176929058441558,40,"1",15.4249486703984,12.3563185688516,1,1,2018-06-11,2860
"The 5th Stand","SPORTS",4.8,1664,17,1e+05,"Free",0,"Everyone","July 31, 2018","1.2.677","4.4 and up",0,0,"0",11.5129354649202,7.41758040241454,1,0,2018-07-31,2810
"U + professional baseball","SPORTS",4.3,2486,18,5e+05,"Free",0,"Everyone","July 30, 2018","06.11.00","4.4 and up",0,0,"0",13.1223653774023,7.8188324438034,1,0,2018-07-30,2811
"Mercato foot by Maxifoot","SPORTS",4.4,697,3,1e+05,"Free",0,"Everyone","March 16, 2017","1.1","4.1 and up",0,0,"0",11.5129354649202,6.54821910276237,1,0,2017-03-16,3312
"MLB Ballpark","SPORTS",3.9,5510,32,1e+06,"Free",0,"Everyone","July 16, 2018","7.3.0","4.2 and up",0,0,"1",13.8155115579638,8.61450137388324,1,1,2018-07-16,2825
"MUTV - Manchester United TV","SPORTS",4.4,4549,24,5e+05,"Free",0,"Everyone","August 1, 2018","2.4.0","4.1 and up",0,0,"0",13.1223653774023,8.422882511945,1,0,2018-08-01,2809
"WatchESPN","SPORTS",4.1,288809,6.6,1e+07,"Free",0,"Everyone","September 27, 2017","2.5.1","4.4 and up",0,0,"1",16.1180957509583,12.5735243114401,1,1,2017-09-27,3117
"CBS Sports Fantasy","SPORTS",4,43611,27,1e+06,"Free",0,"Everyone","June 27, 2018","3.17.0+3","5.0 and up",0.167739095500459,80,"1",13.8155115579638,10.6830876208263,1,1,2018-06-27,2844
"NBC Sports","SPORTS",3.1,78442,25,5e+06,"Free",0,"Everyone","June 22, 2018","5.12.4","4.1 and up",0,0,"1",15.4249486703984,11.2701275253719,1,1,2018-06-22,2849
"NBC Sports Gold","SPORTS",2.9,3017,24,1e+05,"Free",0,"Everyone","July 2, 2018","3.7","4.1 and up",0,0,"0",11.5129354649202,8.01234963932779,1,0,2018-07-02,2839
"Telemundo Deportes - Live","SPORTS",4.5,36255,25,1e+06,"Free",0,"Everyone","August 1, 2018","5.10.5","4.1 and up",0,0,"1",13.8155115579638,10.4983601638277,1,1,2018-08-01,2809
"SwingAid - Level up Golf","SPORTS",4.3,752,33,1e+05,"Free",0,"Everyone","July 10, 2018","2.6.3","4.1 and up",0,0,"0",11.5129354649202,6.62406522779989,1,0,2018-07-10,2831
"Golf Channel","SPORTS",4.1,19230,88,1e+06,"Free",0,"Everyone","May 30, 2018","4.5.19.56","4.1 and up",-0.0257285353535354,40,"1",13.8155115579638,9.86427883931085,1,1,2018-05-30,2872
"The Rules of Golf","SPORTS",4.3,926,9.3,1e+05,"Free",0,"Everyone","January 17, 2018","5.9","4.1 and up",0,0,"0",11.5129354649202,6.83195356556585,1,0,2018-01-17,3005
"Zepp Golf Swing Analyzer","SPORTS",4.4,2020,84,1e+05,"Free",0,"Everyone","May 24, 2018","4.4.0","5.0 and up",0,0,"0",11.5129354649202,7.61134771740362,1,0,2018-05-24,2878
"Live Golf Scores - US & European Golf","SPORTS",4.2,798,4.7,50000,"Free",0,"Everyone 10+","August 1, 2018","3.5","4.0 and up",0,0,"0",10.8197982842103,6.68336094576627,1,0,2018-08-01,2809
"Golfshot: Golf GPS + Tee Times","SPORTS",4.3,7543,25,5e+05,"Free",0,"Everyone","July 11, 2018","1.31.0","4.1 and up",0.344248863636364,80,"0",13.1223653774023,8.92850782431329,1,0,2018-07-11,2830
"PGA TOUR LIVE","SPORTS",3.4,1845,12,1e+05,"Free",0,"Everyone","June 7, 2017","1.3.0","4.2 and up",0,0,"0",11.5129354649202,7.5207764150628,1,0,2017-06-07,3229
"Mobitee GPS Golf Free","SPORTS",4.2,1904,9.9,1e+05,"Free",0,"Everyone","June 11, 2018","2.0.22","2.3 and up",0,0,"0",11.5129354649202,7.5522372875608,1,0,2018-06-11,2860
"GolfLogix GPS + Putt Breaks","SPORTS",4,11085,61,1e+06,"Free",0,"Everyone","June 21, 2018","8.9.3","4.0.3 and up",-0.0764712489478114,40,"1",13.8155115579638,9.31343832997975,1,1,2018-06-21,2850
"Golfshot Plus: Golf GPS","SPORTS",4.1,3387,25,50000,"Paid",29.99,"Everyone","July 11, 2018","4.18.0","4.1 and up",0.386179369588745,40,"0",10.8197982842103,8.12799505577195,0,0,2018-07-11,2830
"PGA TOUR","SPORTS",4,11151,52,1e+06,"Free",0,"Everyone","June 27, 2018","2018.6","5.0 and up",0,0,"1",13.8155115579638,9.31937413300031,1,1,2018-06-27,2844
"FanDuel: Daily Fantasy Sports","SPORTS",4.6,29673,57,1e+06,"Free",0,"Mature 17+","August 6, 2018","2.46.1","5.0 and up",0.0789479617604618,40,"1",13.8155115579638,10.2980265205107,1,1,2018-08-06,2804
"DraftKings - Daily Fantasy Sports","SPORTS",4.5,50017,41,1e+06,"Free",0,"Adults only 18+","July 24, 2018","3.21.324","4.4 and up",0.281100198412698,40,"1",13.8155115579638,10.8201382196258,1,1,2018-07-24,2817
"Fantasy Football Manager (FPL)","SPORTS",4.4,63650,4.6,1e+06,"Free",0,"Everyone","August 3, 2018","7.0.2","4.1 and up",0.254890331890332,40,"1",13.8155115579638,11.0611703147812,1,1,2018-08-03,2807
"Fantasy Football","SPORTS",3.5,50179,23,1e+06,"Free",0,"Everyone","August 2, 2018","2.5.7.1","5.0 and up",0.0539757959054834,80,"1",13.8155115579638,10.8233718199204,1,1,2018-08-02,2808
"US Open Tennis Championships 2018","SPORTS",4,9971,33,1e+06,"Free",0,"Everyone","June 5, 2018","7.1","5.0 and up",0,0,"1",13.8155115579638,9.20753644464345,1,1,2018-06-05,2866
"Live Tennis Rankings / LTR","SPORTS",4.8,1660,4.7,10000,"Free",0,"Everyone","June 5, 2018","3.9","4.0.3 and up",0,0,"0",9.21044036697652,7.41517510961329,1,0,2018-06-05,2866
"Tennis Livescore Widget","SPORTS",4.1,361,2.2,50000,"Free",0,"Everyone","October 13, 2016","1.0","2.3 and up",0,0,"0",10.8197982842103,5.89164421182577,1,0,2016-10-13,3466
"The Championships, Wimbledon 2018","SPORTS",4.3,24082,95,1e+06,"Free",0,"Everyone","July 4, 2018","6.5","4.4 and up",0,0,"1",13.8155115579638,10.0892614763803,1,1,2018-07-04,2837
"Tennis 24 - tennis live scores","SPORTS",4.6,990,9.4,1e+05,"Free",0,"Everyone","July 18, 2018","2.28.1","4.1 and up",0,0,"0",11.5129354649202,6.89871453432999,1,0,2018-07-18,2823
"Yahoo Sports - scores, stats, news, & highlights","SPORTS",4.5,32386,19,1e+06,"Free",0,"Everyone","August 1, 2018","7.8.0","5.1 and up",0,0,"1",13.8155115579638,10.3855123866964,1,1,2018-08-01,2809
"Tennis News and Scores","SPORTS",4.3,101,3.9,10000,"Free",0,"Everyone","July 15, 2018","5.4","4.1 and up",0,0,"0",9.21044036697652,4.62497281328427,1,0,2018-07-15,2826
"MSN Sports - Scores & Schedule","SPORTS",4.5,35394,21,5e+05,"Free",0,"Everyone","July 5, 2018","1.2.0","4.2 and up",0,0,"0",13.1223653774023,10.4743258462083,1,0,2018-07-05,2836
"FOX Sports: Live Streaming, Scores & News","SPORTS",4,28895,82,5e+06,"Free",0,"Teen","August 2, 2018","4.4.15","5.0 and up",0.129218223905724,80,"1",15.4249486703984,10.2714584562167,1,1,2018-08-02,2808
"NCAA March Madness Live","SPORTS",4.1,34123,19,5e+06,"Free",0,"Everyone","March 30, 2018","7.1.0","5.0 and up",0,0,"1",15.4249486703984,10.4377562280286,1,1,2018-03-30,2933
"SportsManias Fantasy Team News","SPORTS",3.5,4057,26,5e+05,"Free",0,"Everyone","May 10, 2018","3.2.12","4.0.3 and up",0,0,"0",13.1223653774023,8.30844552038576,1,0,2018-05-10,2892
"Thuuz Sports","SPORTS",4.5,5517,5.2,5e+05,"Free",0,"Everyone","April 3, 2018","6.9.12","2.3 and up",0,0,"0",13.1223653774023,8.61577075477723,1,0,2018-04-03,2929
"NCAA Sports","SPORTS",3.9,4272,16,5e+05,"Free",0,"Everyone","April 23, 2018","3.0.13","4.1 and up",0,0,"0",13.1223653774023,8.36007143564403,1,0,2018-04-23,2909
"365Scores - Live Scores","SPORTS",4.6,666521,25,1e+07,"Free",0,"Everyone","July 29, 2018","5.5.9","4.1 and up",0.0767045454545455,40,"1",16.1180957509583,13.4098284263082,1,1,2018-07-29,2812
"Fantasy Football & NFL News","SPORTS",4.5,2943,8.1,1e+05,"Free",0,"Everyone","May 15, 2018","6.1.3","2.3.3 and up",0.358054984367484,40,"0",11.5129354649202,7.98752447984877,1,0,2018-05-15,2887
"NBA","SPORTS",4.4,108318,35,1e+07,"Free",0,"Everyone","July 9, 2018","2017.7.1","4.4 and up",0,0,"1",16.1180957509583,11.592835856198,1,1,2018-07-09,2832
"NHL","SPORTS",4,68935,48,5e+06,"Free",0,"Everyone","June 27, 2018","9.4.0","4.2 and up",0,0,"1",15.4249486703984,11.1409338169196,1,1,2018-06-27,2844
"NASCAR MOBILE","SPORTS",4.2,80900,21,1e+06,"Free",0,"Everyone","July 25, 2018","7.1.7.4","4.4 and up",0,0,"1",13.8155115579638,11.3009814639096,1,1,2018-07-25,2816
"Expedia Hotels, Flights & Car Rental Travel Deals","TRAVEL_AND_LOCAL",4.1,136626,14,1e+07,"Free",0,"Everyone","August 6, 2018","18.30.0","5.0 and up",0.0743937251984127,160,"1",16.1180957509583,11.825009863981,1,1,2018-08-06,2804
"TripIt: Travel Organizer","TRAVEL_AND_LOCAL",4.4,49190,25,1e+06,"Free",0,"Everyone","June 15, 2018","7.5.0","5.0 and up",0,0,"1",13.8155115579638,10.803465958918,1,1,2018-06-15,2856
